City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Hemisphere
Jardim,-21.48,-56.14,96.01,31,48,7.27,BR,1601231535,Southern Hemisphere
Whitianga,-36.83,175.7,54.0,94,77,4.0,NZ,1601231471,Northern Hemisphere
Ejura,7.39,-1.36,74.28,91,62,2.89,GH,1601231535,Southern Hemisphere
Trelew,-43.25,-65.31,63.61,29,0,8.37,AR,1601231535,Southern Hemisphere
Kyra,49.58,111.98,32.45,93,0,4.63,RU,1601231536,Northern Hemisphere
Bayshore Gardens,27.43,-82.59,96.01,66,1,6.93,US,1601231383,Southern Hemisphere
Barra de Tecoanapa,16.52,-98.75,84.4,73,87,9.84,MX,1601231536,Southern Hemisphere
Uvira,-3.41,29.15,76.01,65,99,0.36,CD,1601231537,Northern Hemisphere
Capitão Poço,-1.75,-47.06,91.62,47,69,5.35,BR,1601231537,Southern Hemisphere
Cairns,-16.92,145.77,73.4,73,40,6.93,AU,1601231349,Northern Hemisphere
Maragogi,-9.01,-35.22,78.55,82,100,10.69,BR,1601231537,Southern Hemisphere
Aripuanã,-9.17,-60.63,95.32,34,100,2.89,BR,1601231538,Southern Hemisphere
Pringsewu,-5.36,104.97,72.73,91,100,3.87,ID,1601231538,Northern Hemisphere
Nizhniy Baskunchak,48.22,46.83,55.09,39,28,9.86,RU,1601231538,Northern Hemisphere
Corvallis,44.56,-123.26,66.0,68,1,8.05,US,1601231400,Southern Hemisphere
Tahe,52.33,124.73,41.88,81,0,6.64,CN,1601231539,Northern Hemisphere
Valleyview,55.07,-117.29,55.58,41,10,10.04,CA,1601231434,Southern Hemisphere
Kuril'sk,45.23,147.88,57.16,94,99,12.55,RU,1601231539,Northern Hemisphere
Gaspé,48.83,-64.48,75.2,57,75,11.41,CA,1601231403,Southern Hemisphere
Superior,46.72,-92.1,64.4,52,75,14.99,US,1601231540,Southern Hemisphere
Palaia Fokaia,37.72,23.95,75.0,60,20,8.12,GR,1601231540,Northern Hemisphere
Chiang Khong,20.26,100.4,77.0,100,20,1.12,TH,1601231540,Northern Hemisphere
Puerto Escondido,15.85,-97.07,86.0,62,75,11.41,MX,1601231540,Southern Hemisphere
Eureka,40.8,-124.16,73.0,53,1,6.93,US,1601231283,Southern Hemisphere
Bhuj,23.27,69.67,79.88,75,0,10.18,IN,1601231541,Northern Hemisphere
Ambon City,-3.7,128.18,75.2,100,75,2.24,ID,1601231541,Northern Hemisphere
Kindu,-2.95,25.95,71.71,94,96,2.08,CD,1601231542,Northern Hemisphere
Kushima,31.46,131.23,66.0,88,0,3.0,JP,1601231542,Northern Hemisphere
Nakhon Pathom,13.82,100.04,75.0,85,100,6.4,TH,1601231542,Northern Hemisphere
Invermere,50.52,-116.04,48.99,64,2,1.99,CA,1601231542,Southern Hemisphere
Baijiantan,45.63,85.18,51.67,44,13,2.15,CN,1601231543,Northern Hemisphere
Jumla,29.27,82.18,52.16,59,0,4.23,NP,1601231543,Northern Hemisphere
Anloga,5.79,0.9,78.8,88,40,12.75,GH,1601231543,Northern Hemisphere
Manggar,-2.88,108.27,76.77,83,99,3.36,ID,1601231543,Northern Hemisphere
São Caetano de Odivelas,-0.75,-48.02,80.64,82,29,11.63,BR,1601231544,Southern Hemisphere
Zyryanka,65.75,150.85,40.96,67,0,13.2,RU,1601231544,Northern Hemisphere
Ambulu,-8.35,113.61,74.88,88,77,2.59,ID,1601231544,Northern Hemisphere
Tamandaré,-8.76,-35.1,79.59,78,45,10.18,BR,1601231544,Southern Hemisphere
Whitehorse,60.72,-135.05,41.0,80,90,14.99,CA,1601231326,Southern Hemisphere
Palu,-0.89,119.87,75.2,80,73,2.44,ID,1601231545,Northern Hemisphere
Sumkino,58.11,68.32,48.9,95,46,4.72,RU,1601231545,Northern Hemisphere
Rāyagada,19.17,83.42,75.47,80,3,2.24,IN,1601231545,Northern Hemisphere
Churapcha,62.0,132.43,49.57,83,100,9.19,RU,1601231546,Northern Hemisphere
Nazaré,-13.04,-39.01,80.02,62,0,6.87,BR,1601231546,Southern Hemisphere
Shingū,33.73,135.98,60.73,78,0,7.07,JP,1601231412,Northern Hemisphere
Yashkul',46.17,45.34,58.5,48,91,15.99,RU,1601231546,Northern Hemisphere
Chapada dos Guimarães,-15.46,-55.75,102.2,21,40,5.82,BR,1601231546,Southern Hemisphere
Kavaratti,10.57,72.64,81.28,80,11,8.93,IN,1601231547,Northern Hemisphere
Barcelona,41.39,2.16,64.99,45,20,8.05,ES,1601231485,Northern Hemisphere
Chicama,-7.84,-79.15,72.61,56,21,10.51,PE,1601231547,Southern Hemisphere
Kruisfontein,-34.0,24.73,51.01,70,0,5.59,ZA,1601231548,Northern Hemisphere
Aasiaat,68.71,-52.87,30.74,95,70,2.42,GL,1601231548,Southern Hemisphere
Campoverde,-8.48,-74.81,91.4,55,40,8.05,PE,1601231548,Southern Hemisphere
Kodinsk,58.69,99.18,39.4,92,100,6.26,RU,1601231548,Northern Hemisphere
Finschhafen,-6.6,147.87,79.23,76,98,8.63,PG,1601231549,Northern Hemisphere
Tartous,34.89,35.89,80.6,22,0,6.93,SY,1601231549,Northern Hemisphere
Adolfo López Mateos,28.47,-107.3,77.09,26,7,2.71,MX,1601231549,Southern Hemisphere
San Jose,37.34,-121.89,84.0,28,40,8.05,US,1601231465,Southern Hemisphere
Dongsheng,39.82,109.98,56.16,74,83,14.27,CN,1601231549,Northern Hemisphere
Östersund,63.18,14.64,42.8,100,100,6.93,SE,1601231550,Northern Hemisphere
Springdale,36.19,-94.13,82.4,65,40,14.99,US,1601231550,Southern Hemisphere
Xining,36.62,101.77,55.69,75,100,4.07,CN,1601231550,Northern Hemisphere
Mahajanga,-15.72,46.32,77.0,83,32,10.29,MG,1601231550,Northern Hemisphere
Ingham,42.6,-84.38,72.0,77,90,6.93,US,1601231551,Southern Hemisphere
Shahr-e Kord,32.33,50.86,66.2,22,20,6.93,IR,1601231367,Northern Hemisphere
Nagato,34.38,131.2,68.0,64,20,12.75,JP,1601231551,Northern Hemisphere
Kidal,18.44,1.41,95.85,11,0,2.93,ML,1601231551,Northern Hemisphere
Anadyr,64.75,177.48,23.0,79,0,2.24,RU,1601231552,Northern Hemisphere
Narasannapeta,18.42,84.05,80.13,83,81,3.94,IN,1601231552,Northern Hemisphere
Kumano,34.34,132.59,62.01,72,20,10.29,JP,1601231552,Northern Hemisphere
Saint-Donat-de-Montcalm,46.32,-74.22,80.01,61,99,15.73,CA,1601231553,Southern Hemisphere
Sisimiut,66.94,-53.67,35.06,84,65,11.27,GL,1601231504,Southern Hemisphere
Manono,-7.3,27.42,78.3,61,93,1.57,CD,1601231553,Northern Hemisphere
Kholmogory,64.22,41.66,51.8,93,90,8.95,RU,1601231553,Northern Hemisphere
Nipawin,53.37,-104.0,55.4,58,75,20.8,CA,1601231554,Southern Hemisphere
Nishifukuma,33.77,130.47,62.01,87,8,2.24,JP,1601231554,Northern Hemisphere
Ouadda,8.08,22.4,71.56,92,100,1.66,CF,1601231554,Northern Hemisphere
Boysun,38.21,67.2,50.45,45,0,3.44,UZ,1601231554,Northern Hemisphere
Port Macquarie,-31.43,152.92,48.99,86,39,7.52,AU,1601231424,Northern Hemisphere
Nemesnádudvar,46.34,19.05,58.08,51,100,10.76,HU,1601231555,Northern Hemisphere
