,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Hemisphere
592,Paita,-5.09,-5.09,60.55,88,1,10.78,PE,1601191232,Southern Hemisphere
593,Kushima,31.46,31.46,80.6,57,20,17.22,JP,1601191232,Northern Hemisphere
594,Coyhaique,-45.58,-45.58,40.19,82,72,8.21,CL,1601191232,Southern Hemisphere
595,Vanavara,60.34,60.34,50.95,64,100,10.09,RU,1601191232,Northern Hemisphere
596,Duiwelskloof,-23.69,-23.69,62.26,73,100,6.87,ZA,1601191233,Southern Hemisphere
597,Omiš,43.44,43.44,60.8,63,40,10.29,HR,1601191233,Northern Hemisphere
598,South Venice,27.05,27.05,80.01,88,1,6.13,US,1601191233,Northern Hemisphere
599,Viedma,-40.81,-40.81,51.03,74,100,6.96,AR,1601191234,Southern Hemisphere
600,Nome,64.5,64.5,32.0,93,1,9.17,US,1601191234,Northern Hemisphere
601,Alta Floresta,-9.88,-9.88,69.49,93,31,1.74,BR,1601191234,Southern Hemisphere
602,Caramay,10.18,10.18,86.31,66,92,8.03,PH,1601191234,Northern Hemisphere
603,Kemijärvi,66.71,66.71,41.83,91,100,8.55,FI,1601191235,Northern Hemisphere
604,Otane,-39.88,-39.88,53.01,72,0,18.01,NZ,1601191235,Southern Hemisphere
605,Luzhou,28.87,28.87,72.32,75,92,3.27,CN,1601191235,Northern Hemisphere
606,Husavik,66.04,66.04,48.2,70,75,11.41,IS,1601191235,Northern Hemisphere
607,Ayan,56.45,56.45,51.6,83,19,7.94,RU,1601191236,Northern Hemisphere
608,Muyezerskiy,63.93,63.93,54.59,85,62,4.99,RU,1601191236,Northern Hemisphere
609,Alyangula,-13.85,-13.85,87.8,58,72,10.29,AU,1601191236,Southern Hemisphere
610,Dukat,62.55,62.55,38.03,75,0,7.72,RU,1601191237,Northern Hemisphere
611,Tessaoua,13.76,13.76,79.74,60,40,6.58,NE,1601191237,Northern Hemisphere
612,Ormara,25.21,25.21,86.52,48,0,10.49,PK,1601191237,Northern Hemisphere
613,Meulaboh,4.14,4.14,85.21,65,21,5.93,ID,1601191146,Northern Hemisphere
614,Kuril'sk,45.23,45.23,56.82,91,100,17.36,RU,1601191238,Northern Hemisphere
615,Westport,41.14,41.14,69.8,88,90,3.36,US,1601191238,Northern Hemisphere
616,Río Gallegos,-51.62,-51.62,42.8,75,75,10.29,AR,1601191238,Southern Hemisphere
617,Calamar,10.25,10.25,76.17,92,100,3.87,CO,1601191238,Northern Hemisphere
618,Aksarka,66.56,66.56,57.15,78,100,17.25,RU,1601191239,Northern Hemisphere
619,Pokosnoye,55.53,55.53,46.29,73,93,12.44,RU,1601191239,Northern Hemisphere
620,Bonfim,3.08,3.08,76.89,80,100,2.53,BR,1601191239,Northern Hemisphere
621,Province of Mantua,45.17,45.17,55.4,71,40,3.36,IT,1601191240,Northern Hemisphere
622,Venado Tuerto,-33.75,-33.75,55.0,93,84,23.0,AR,1601191171,Southern Hemisphere
623,Ust-Tsilma,65.44,65.44,54.36,86,100,4.63,RU,1601191240,Northern Hemisphere
624,Tacoronte,28.48,28.48,68.0,88,75,20.8,ES,1601191240,Northern Hemisphere
625,Korla,41.76,41.76,64.0,86,100,4.0,CN,1601191241,Northern Hemisphere
626,Kuusamo,65.97,65.97,42.8,93,90,6.93,FI,1601191241,Northern Hemisphere
627,Hokitika,-42.72,-42.72,47.84,84,99,22.75,NZ,1601191241,Southern Hemisphere
628,Lopukhiv,48.37,48.37,46.36,88,100,5.41,UA,1601191241,Northern Hemisphere
629,Belyy Yar,53.6,53.6,53.6,58,37,4.47,RU,1601191242,Northern Hemisphere
630,Ladário,-19.0,-19.0,85.69,45,0,5.32,BR,1601191242,Southern Hemisphere
631,Ranong,9.97,9.97,83.28,74,95,12.12,TH,1601191242,Northern Hemisphere
632,Tazovsky,67.47,67.47,46.44,73,60,10.67,RU,1601191242,Northern Hemisphere
633,Brodokalmak,55.57,55.57,59.0,58,0,6.71,RU,1601191243,Northern Hemisphere
634,Nuuk,64.18,64.18,33.8,82,100,4.7,GL,1601191243,Northern Hemisphere
635,Osorno,-40.57,-40.57,48.2,87,68,4.7,CL,1601191243,Southern Hemisphere
636,Itarema,-2.92,-2.92,76.84,78,40,14.83,BR,1601191243,Southern Hemisphere
637,Santa Fe,-31.63,-31.63,57.99,88,22,11.01,AR,1601191152,Southern Hemisphere
638,Rome,43.21,43.21,66.2,82,90,6.93,US,1601191026,Northern Hemisphere
639,Monrovia,6.3,6.3,75.2,94,75,4.41,LR,1601191244,Northern Hemisphere
640,St. George's,12.06,12.06,82.4,83,20,8.34,GD,1601191244,Northern Hemisphere
641,Ithaca,42.44,42.44,64.4,88,90,6.93,US,1601190970,Northern Hemisphere
642,Vallenar,-28.57,-28.57,48.52,74,0,0.54,CL,1601191245,Southern Hemisphere
643,Bazarnyy Karabulak,52.27,52.27,58.17,37,100,14.43,RU,1601191245,Northern Hemisphere
644,Madang,-5.22,-5.22,82.71,79,73,3.96,PG,1601191245,Southern Hemisphere
645,Puerto Escondido,15.85,15.85,78.98,79,99,3.71,MX,1601191246,Northern Hemisphere
646,Saint-Louis,16.33,16.33,80.6,88,0,2.24,SN,1601191246,Northern Hemisphere
647,Mehamn,71.04,71.04,42.17,68,0,18.25,NO,1601191246,Northern Hemisphere
648,Kangāvar,34.5,34.5,71.6,24,0,0.94,IR,1601191246,Northern Hemisphere
649,Revelstoke,50.98,50.98,46.4,93,90,3.36,CA,1601191246,Northern Hemisphere
650,Prince Rupert,54.32,54.32,51.8,81,75,8.05,CA,1601191247,Northern Hemisphere
651,Rome,34.26,34.26,66.2,93,90,1.95,US,1601190952,Northern Hemisphere
652,Buerarema,-14.96,-14.96,65.52,96,35,1.03,BR,1601191247,Southern Hemisphere
653,Tautira,-17.73,-17.73,80.6,74,40,3.36,PF,1601191247,Southern Hemisphere
654,College,64.86,64.86,42.8,86,40,3.36,US,1601191248,Northern Hemisphere
655,Steinbach am Taunus,50.17,50.17,51.01,93,75,11.41,DE,1601191248,Northern Hemisphere
656,Yuanping,38.72,38.72,72.0,46,14,6.26,CN,1601191248,Northern Hemisphere
657,Kafanchan,9.58,9.58,69.1,90,92,2.33,NG,1601191248,Northern Hemisphere
658,Mihara,34.4,34.4,71.6,56,75,8.05,JP,1601191249,Northern Hemisphere
659,Zhangjiakou,40.81,40.81,71.31,37,0,3.96,CN,1601191249,Northern Hemisphere
660,Martapura,-3.42,-3.42,78.8,88,40,5.82,ID,1601191249,Southern Hemisphere
661,Iskateley,67.68,67.68,46.6,76,100,13.85,RU,1601191249,Northern Hemisphere
662,Chicama,-7.84,-7.84,61.79,81,74,4.94,PE,1601191250,Southern Hemisphere
663,Kamenka,51.32,51.32,60.58,33,0,18.16,RU,1601191250,Northern Hemisphere
664,Mildura,-34.2,-34.2,64.4,36,40,8.05,AU,1601191250,Southern Hemisphere
665,Birsk,55.42,55.42,56.71,65,99,3.36,RU,1601191251,Northern Hemisphere
666,Fairview,40.81,40.81,69.01,93,40,2.84,US,1601191251,Northern Hemisphere
667,Spearfish,44.49,44.49,50.0,49,40,6.93,US,1601191251,Northern Hemisphere
668,Krasnyy Kholm,58.06,58.06,58.46,67,1,9.37,RU,1601191251,Northern Hemisphere
669,Macusani,-14.08,-14.08,35.42,83,0,2.48,PE,1601191252,Southern Hemisphere
670,Valleyview,55.07,55.07,43.9,71,91,9.73,CA,1601191252,Northern Hemisphere
671,Paris,48.85,48.85,50.0,87,100,20.8,FR,1601190670,Northern Hemisphere
672,Kochi,9.94,9.94,87.8,66,75,6.93,IN,1601191252,Northern Hemisphere
673,Adré,13.47,13.47,78.49,65,98,5.21,TD,1601191253,Northern Hemisphere
674,Maceió,-9.67,-9.67,69.8,100,40,4.7,BR,1601191252,Southern Hemisphere
675,Omboué,-1.57,-1.57,77.02,72,88,7.99,GA,1601191030,Southern Hemisphere
676,Chiquilistlán,20.2,20.2,64.4,88,75,1.68,MX,1601191253,Northern Hemisphere
677,Dalianwan,39.03,39.03,75.2,60,75,4.47,CN,1601191254,Northern Hemisphere
678,Casablanca,33.59,33.59,62.6,82,75,3.36,MA,1601191250,Northern Hemisphere
679,Campbell River,50.02,50.02,51.8,93,40,3.18,CA,1601191030,Northern Hemisphere
680,Santa Vitória do Palmar,-33.52,-33.52,59.99,97,100,4.92,BR,1601191254,Southern Hemisphere
681,Rialto,34.11,34.11,69.01,60,1,1.28,US,1601191042,Northern Hemisphere
682,Ibipeba,-11.64,-11.64,60.4,93,31,6.53,BR,1601191255,Southern Hemisphere
683,Russell,32.35,32.35,69.8,94,75,2.26,US,1601191255,Northern Hemisphere
