City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Hemisphere
Santiago del Estero,-27.8,-64.26,79.39,32,0,7.31,AR,1601420148,Southern Hemisphere
Wanning,18.8,110.4,79.16,87,88,1.16,CN,1601420228,Northern Hemisphere
Prieska,-29.66,22.75,50.59,37,0,4.09,ZA,1601420228,Southern Hemisphere
Virginia Beach,36.85,-75.98,75.99,88,90,9.17,US,1601420165,Northern Hemisphere
Palotina,-24.28,-53.84,83.34,53,1,7.7,BR,1601420228,Southern Hemisphere
Mzimba,-11.9,33.6,63.77,71,18,7.29,MW,1601420229,Southern Hemisphere
Joensuu,62.6,29.76,48.2,100,90,2.24,FI,1601420229,Northern Hemisphere
Paraíso,9.84,-83.87,69.8,94,75,1.12,CR,1601420229,Northern Hemisphere
Black River,18.03,-77.85,87.8,74,40,17.22,JM,1601420230,Northern Hemisphere
Comodoro Rivadavia,-45.87,-67.5,42.8,87,75,4.72,AR,1601420080,Southern Hemisphere
Whittlesea,-32.18,26.82,42.85,81,43,2.71,ZA,1601420230,Southern Hemisphere
Semīrom,31.42,51.57,39.52,75,2,3.4,IR,1601420230,Northern Hemisphere
Niamey,13.51,2.11,87.8,62,77,6.93,NE,1601420052,Northern Hemisphere
Mnogovershinnyy,53.94,139.92,44.73,98,99,5.77,RU,1601420231,Northern Hemisphere
Tivaouane,14.95,-16.81,80.6,88,20,8.05,SN,1601420231,Northern Hemisphere
Popondetta,-8.75,148.25,86.02,62,27,1.66,PG,1601420232,Southern Hemisphere
Esim,4.87,-2.24,76.15,92,95,8.59,GH,1601420232,Northern Hemisphere
Palana,59.12,159.97,42.01,87,100,6.17,RU,1601420233,Northern Hemisphere
Tsabong,-26.02,22.4,53.28,28,0,7.34,BW,1601420233,Southern Hemisphere
Jiayuguan City,39.82,98.3,44.38,58,50,7.72,CN,1601420233,Northern Hemisphere
Miandrivazo,-19.52,45.47,76.66,55,2,3.24,MG,1601420234,Southern Hemisphere
Yangi Marg`ilon,40.43,71.72,57.2,50,78,1.59,UZ,1601420234,Northern Hemisphere
Leonidovo,49.28,142.87,55.0,64,0,1.7,RU,1601420234,Northern Hemisphere
Prince George,53.92,-122.75,59.0,58,1,3.36,CA,1601420235,Northern Hemisphere
Barra do Corda,-5.5,-45.25,85.93,45,62,6.33,BR,1601420235,Southern Hemisphere
Ormara,25.21,64.64,82.17,62,0,13.82,PK,1601420201,Northern Hemisphere
Itarema,-2.92,-39.92,78.58,76,8,17.54,BR,1601420235,Southern Hemisphere
Tommot,58.96,126.29,41.94,88,99,2.82,RU,1601420236,Northern Hemisphere
Paranavaí,-23.07,-52.47,87.8,43,50,5.82,BR,1601420236,Southern Hemisphere
Melbourne,28.08,-80.61,84.2,83,40,13.87,US,1601420207,Northern Hemisphere
Yurga,55.72,84.89,29.53,97,39,4.23,RU,1601420236,Northern Hemisphere
Njombe,-9.33,34.77,55.31,95,26,4.41,TZ,1601420237,Southern Hemisphere
Quirinópolis,-18.45,-50.45,89.28,17,0,4.83,BR,1601420237,Southern Hemisphere
Channagiri,14.03,75.93,67.96,94,99,8.08,IN,1601420237,Northern Hemisphere
Jaciara,-15.97,-54.97,88.5,21,63,3.58,BR,1601420238,Southern Hemisphere
Ereymentau,51.62,73.1,34.38,85,0,4.85,KZ,1601420238,Northern Hemisphere
Carnot,4.94,15.87,69.94,92,100,2.48,CF,1601420239,Northern Hemisphere
Chegutu,-18.13,30.14,69.13,64,72,7.47,ZW,1601420239,Southern Hemisphere
Zhalantun,48.0,122.72,42.35,71,1,4.76,CN,1601420239,Northern Hemisphere
Manjeshwar,12.72,74.89,78.8,83,75,2.93,IN,1601420240,Northern Hemisphere
Houma,29.6,-90.72,77.0,36,1,13.87,US,1601420115,Northern Hemisphere
Kiunga,-6.12,141.29,76.17,92,98,4.25,PG,1601420240,Southern Hemisphere
Shestakovo,56.49,103.96,34.52,91,100,8.39,RU,1601420241,Northern Hemisphere
Krasnyy Profintern,57.74,40.44,44.6,87,99,2.24,RU,1601420241,Northern Hemisphere
Mocuba,-16.84,36.99,73.67,76,4,4.83,MZ,1601420241,Southern Hemisphere
Bay Saint Louis,30.31,-89.33,75.2,38,1,13.87,US,1601420242,Northern Hemisphere
Gamba,-2.65,10.0,74.97,77,27,7.47,GA,1601420242,Southern Hemisphere
Raudeberg,61.99,5.14,51.01,96,100,3.09,NO,1601420242,Northern Hemisphere
Rzhishchëv,49.97,31.05,59.0,77,40,8.95,UA,1601420243,Northern Hemisphere
Inírida,3.87,-67.92,78.64,81,84,2.04,CO,1601420243,Northern Hemisphere
Channel-Port aux Basques,47.57,-59.14,60.12,93,55,14.94,CA,1601420243,Northern Hemisphere
Byron Bay,-28.65,153.62,63.0,82,99,2.19,AU,1601420244,Southern Hemisphere
Lensk,60.73,114.93,34.2,86,100,1.3,RU,1601420244,Northern Hemisphere
Rutana Province,-3.87,30.1,60.69,86,31,3.27,BI,1601420244,Southern Hemisphere
Ürümqi,43.8,87.6,44.6,45,0,8.95,CN,1601420245,Northern Hemisphere
Tynda,55.17,124.72,35.82,85,8,0.81,RU,1601420245,Northern Hemisphere
Cururupu,-1.83,-44.87,76.19,89,82,3.06,BR,1601420245,Southern Hemisphere
Kuopio,62.89,27.68,51.8,93,90,4.7,FI,1601420245,Northern Hemisphere
Villa Rica,33.73,-84.92,61.0,80,100,4.25,US,1601420025,Northern Hemisphere
Wundanyi,-3.4,38.36,58.33,99,74,4.76,KE,1601420247,Southern Hemisphere
Wajir,1.75,40.06,74.52,73,43,16.87,KE,1601420247,Northern Hemisphere
Agirish,61.92,63.02,45.82,93,32,7.94,RU,1601420248,Northern Hemisphere
Antalaha,-14.9,50.28,71.85,86,64,5.95,MG,1601420248,Southern Hemisphere
Manali,13.17,80.27,75.2,94,90,8.05,IN,1601420248,Northern Hemisphere
Yen Bai,21.7,104.87,76.6,92,94,0.58,VN,1601420249,Northern Hemisphere
Talā,30.68,30.94,71.02,89,0,2.35,EG,1601420249,Northern Hemisphere
Orocué,4.79,-71.34,79.97,77,88,2.91,CO,1601420249,Northern Hemisphere
Shatrovo,56.52,64.63,40.86,74,0,4.32,RU,1601420250,Northern Hemisphere
Vestmanna,62.16,-7.17,50.0,93,39,19.46,FO,1601420250,Northern Hemisphere
Springdale,36.19,-94.13,71.6,32,1,12.75,US,1601419968,Northern Hemisphere
Vera Cruz,-12.63,-41.03,74.77,45,0,5.35,BR,1601420251,Southern Hemisphere
Petropavlovsk-Kamchatskiy,53.05,158.65,44.6,100,90,11.18,RU,1601420251,Northern Hemisphere
Nísia Floresta,-6.09,-35.21,77.0,78,20,8.05,BR,1601420251,Southern Hemisphere
Sarakhs,36.54,61.16,48.2,49,0,2.24,IR,1601420252,Northern Hemisphere
Mahajanga,-15.72,46.32,73.4,88,20,3.36,MG,1601420252,Southern Hemisphere
São João do Paraíso,-15.31,-42.01,75.79,40,0,9.42,BR,1601420252,Southern Hemisphere
Grindavik,63.84,-22.43,39.2,86,40,3.36,IS,1601420252,Northern Hemisphere
Ngong,-1.36,36.66,64.4,88,75,8.05,KE,1601420253,Southern Hemisphere
Marzuq,14.4,46.47,75.45,54,21,5.59,YE,1601420253,Northern Hemisphere
Carutapera,-1.2,-46.02,79.11,80,10,7.16,BR,1601420253,Southern Hemisphere
Pangnirtung,66.15,-65.71,28.4,79,20,5.82,CA,1601420008,Northern Hemisphere
